0;0;0;0;land;false;unknown;0
1;176;185;149;land;false;forest;1
2;213;183;155;land;false;forest;1
3;68;251;228;land;false;forest;1
4;149;199;191;land;false;forest;1
5;210;198;243;land;false;hills;1
6;89;242;171;land;false;mountain;1
7;214;241;112;land;false;desert;1
8;199;193;245;land;false;plains;1
9;217;215;234;land;false;desert;1
10;178;186;187;land;false;plains;1
11;244;121;180;land;false;hills;1
12;185;155;249;land;false;hills;1
13;128;248;172;land;false;hills;1
14;250;62;200;land;false;plains;1
15;145;204;224;land;false;plains;1
16;153;136;239;land;false;hills;1
17;209;202;250;land;false;desert;1
18;240;172;252;land;false;forest;1
19;181;196;171;land;false;plains;1
20;155;180;243;land;false;plains;1
21;208;239;107;land;false;plains;1
22;208;231;205;land;false;plains;1
23;246;178;95;land;false;marsh;1
24;223;125;220;land;false;plains;1
25;208;222;132;land;false;forest;1
26;246;187;204;land;false;plains;1
27;171;198;235;land;false;hills;1
28;219;248;56;land;false;mountain;1
29;204;135;179;land;false;hills;1
30;206;63;239;land;false;hills;1
31;194;245;210;land;false;hills;1
32;142;224;198;land;false;mountain;1
33;245;226;201;land;false;plains;1
34;246;90;226;land;false;forest;1
35;153;251;192;land;false;desert;1
36;251;219;173;land;false;plains;1
37;165;201;254;land;true;plains;1
38;234;122;218;land;false;desert;1
39;235;193;198;land;false;desert;1
40;156;187;186;land;false;plains;1
41;173;248;96;land;false;plains;1
42;138;144;247;land;false;plains;1
43;230;235;102;land;false;plains;1
44;189;223;123;land;false;hills;1
45;230;200;102;land;false;desert;1
46;204;178;226;land;false;forest;1
47;249;210;60;land;false;forest;1
48;247;197;234;land;false;plains;1
49;161;239;193;land;false;desert;1
50;176;178;212;land;false;mountain;1
51;228;213;61;land;false;hills;1
52;99;227;179;land;false;hills;1
53;192;195;137;land;false;desert;1
54;88;216;249;land;false;hills;1
55;185;138;181;land;false;forest;1
56;132;235;169;land;false;plains;1
57;147;180;233;land;false;hills;1
58;196;160;215;land;false;desert;1
59;156;226;123;land;false;forest;1
60;223;210;226;land;false;plains;1
61;212;252;94;land;false;plains;1
62;236;169;217;land;false;desert;1
63;233;234;90;land;false;forest;1
64;197;232;147;land;false;forest;1
65;238;211;91;land;false;desert;1
66;94;213;210;land;false;desert;1
67;227;157;120;land;false;desert;1
68;242;197;164;land;false;plains;1
69;234;229;253;land;false;plains;1
70;239;163;197;land;false;hills;1
71;184;236;227;land;false;forest;1
72;250;82;201;land;false;hills;1
73;78;246;198;land;false;hills;1
74;231;247;237;land;false;plains;1
75;220;203;200;land;false;plains;1
76;157;243;193;land;false;hills;1
77;89;252;249;land;false;desert;1
78;216;158;165;land;false;plains;1
79;203;230;201;land;false;plains;1
80;129;240;133;land;false;plains;1
81;185;144;183;land;false;forest;1
82;182;248;230;land;false;plains;1
83;241;188;230;land;false;desert;1
84;136;218;231;land;false;forest;1
85;250;81;240;land;false;plains;1
86;234;247;78;land;false;plains;1
87;190;201;140;land;false;hills;1
88;123;217;249;land;false;mountain;1
89;155;148;242;land;false;plains;1
90;156;100;250;land;false;plains;1
91;218;209;152;land;false;forest;1
92;162;250;159;land;false;urban;1
93;228;161;195;land;false;hills;1
94;188;245;162;land;false;desert;1
95;231;120;248;land;false;desert;1
96;174;210;171;land;false;plains;1
97;214;187;199;land;false;hills;1
98;246;84;243;land;false;hills;1
99;129;243;222;land;false;plains;1
100;201;219;140;land;false;plains;1
101;124;222;253;land;false;forest;1
102;166;133;205;land;false;hills;1
103;250;216;106;land;false;desert;1
104;243;177;128;land;false;hills;1
105;179;188;242;land;false;plains;1
106;191;119;233;land;false;plains;1
107;205;252;106;land;false;forest;1
108;251;58;249;land;false;forest;1
109;144;221;235;land;false;forest;1
110;109;195;211;land;false;desert;1
111;236;233;141;land;false;hills;1
112;247;165;187;land;true;plains;1
113;219;190;192;land;false;hills;1
114;248;185;232;land;false;desert;1
115;111;235;194;land;false;plains;1
116;253;58;246;land;false;forest;1
117;149;253;113;land;false;plains;1
118;227;175;231;land;false;forest;1
119;241;151;209;land;false;desert;1
120;237;244;47;land;false;plains;1
121;225;61;239;land;false;plains;1
122;207;192;163;land;false;hills;1
123;60;250;227;land;false;desert;1
124;224;196;173;land;false;forest;1
125;154;251;164;land;false;forest;1
126;232;121;248;land;false;hills;1
127;237;163;189;land;false;forest;1
128;74;217;232;land;false;mountain;1
129;226;124;225;land;false;plains;1
130;221;130;222;land;false;forest;1
131;239;172;223;land;false;desert;1
132;149;180;236;land;false;desert;1
133;207;173;213;land;false;plains;1
134;185;224;153;land;false;desert;1
135;86;202;252;land;false;forest;1
136;229;179;232;land;false;hills;1
137;223;90;219;land;false;mountain;1
138;233;175;106;land;false;forest;1
139;157;161;215;land;false;hills;1
140;184;196;150;land;false;desert;1
141;179;199;163;land;false;forest;1
142;199;126;253;land;false;forest;1
143;217;237;249;land;false;forest;1
144;219;238;188;land;false;plains;1
145;118;182;201;land;false;hills;1
146;222;249;234;land;false;plains;1
147;223;54;246;land;false;plains;1
148;220;162;232;land;false;plains;1
149;206;215;160;land;false;hills;1
150;236;250;108;land;false;plains;1
151;226;129;222;land;false;forest;1
152;174;161;236;land;false;hills;1
153;206;185;177;land;false;plains;1
154;95;236;183;land;false;plains;1
155;244;223;127;land;false;desert;1
156;192;197;209;land;false;mountain;1
157;248;194;190;land;false;forest;1
158;166;157;224;land;false;hills;1
159;154;219;140;land;false;plains;1
160;250;206;125;land;false;hills;1
161;247;238;174;land;false;plains;1
162;201;65;252;land;false;hills;1
163;247;240;142;land;false;forest;1
164;150;251;179;land;false;plains;1
165;199;241;130;land;false;plains;1
166;112;214;233;land;false;forest;1
167;216;236;81;land;false;hills;1
168;218;242;175;land;false;hills;1
169;197;241;203;land;false;forest;1
170;234;158;154;land;false;hills;1
171;233;181;135;land;false;hills;1
172;234;140;137;land;false;plains;1
173;216;233;190;land;false;mountain;1
174;199;123;224;land;false;hills;1
175;246;184;224;land;false;urban;1
176;208;129;247;land;false;plains;1
177;184;244;89;land;false;desert;1
178;192;216;163;land;false;hills;1
179;123;222;169;land;false;forest;1
180;248;135;134;land;false;mountain;1
181;181;115;236;land;false;forest;1
182;247;153;121;land;false;mountain;1
183;235;101;182;land;false;urban;1
184;127;235;230;land;false;hills;1
185;154;155;202;land;false;desert;1
186;159;215;152;land;false;hills;1
187;248;45;217;land;false;plains;1
188;217;75;245;land;false;forest;1
189;133;244;247;land;false;plains;1
190;195;220;143;land;false;forest;1
191;234;166;225;land;false;forest;1
192;138;210;222;land;false;forest;1
193;183;196;213;land;false;plains;1
194;199;234;79;land;false;desert;1
195;225;245;158;land;false;hills;1
196;204;211;177;land;false;hills;1
197;197;149;239;land;false;forest;1
198;238;198;75;land;false;plains;1
199;207;62;249;land;false;plains;1
200;174;151;194;land;false;hills;1
201;232;201;212;land;false;plains;1
202;208;137;174;land;false;hills;1
203;245;75;201;land;false;plains;1
204;82;220;245;land;false;forest;1
205;199;161;147;land;false;desert;1
206;44;238;239;land;false;forest;1
207;198;85;234;land;false;plains;1
208;231;240;245;land;false;desert;1
209;213;232;214;land;false;plains;1
210;250;173;220;land;false;plains;1
211;208;144;156;land;false;plains;1
212;49;246;214;land;false;mountain;1
213;136;156;224;land;false;mountain;1
214;182;168;239;land;false;forest;1
215;243;242;91;land;false;plains;1
216;243;248;214;land;false;marsh;1
217;187;251;68;land;false;plains;1
218;178;158;188;land;true;plains;1
219;141;239;229;land;false;plains;1
220;191;220;237;land;false;desert;1
221;115;225;226;land;false;desert;1
222;223;184;153;land;false;hills;1
223;221;165;174;land;false;hills;1
224;250;244;245;land;false;hills;1
225;167;230;214;land;false;forest;1
226;178;229;111;land;false;plains;1
227;117;253;223;land;false;plains;1
228;158;249;181;land;false;desert;1
229;183;219;161;land;false;forest;1
230;194;97;254;land;false;hills;1
231;156;208;194;land;false;hills;1
232;68;254;252;land;false;forest;1
233;162;222;145;land;false;mountain;1
234;174;196;219;land;false;desert;1
235;185;158;193;land;false;forest;1
236;170;157;234;land;false;forest;1
237;95;233;197;land;false;plains;1
238;234;146;228;land;false;hills;1
239;254;240;100;land;false;plains;1
240;231;180;183;land;false;mountain;1
241;226;221;200;land;false;plains;1
242;236;237;207;land;false;plains;1
243;159;239;118;land;false;mountain;1
244;246;129;180;land;false;desert;1
245;164;219;126;land;false;desert;1
246;144;248;254;land;false;forest;1
247;177;175;185;land;false;forest;1
248;171;203;170;land;false;hills;1
249;191;129;233;land;false;hills;1
250;253;246;197;land;false;hills;1
251;240;158;212;land;false;plains;1
252;188;222;110;land;false;plains;1
253;177;136;190;land;false;desert;1
254;239;115;180;land;false;forest;1
255;245;182;84;land;false;hills;1
256;230;222;173;land;false;hills;1
257;222;201;99;land;false;hills;1
258;227;203;111;land;false;desert;1
259;252;101;187;land;false;plains;1
260;205;219;160;land;false;hills;1
261;144;206;204;land;false;forest;1
262;244;163;247;land;false;forest;1
263;35;243;236;land;false;hills;1
264;187;209;254;land;false;hills;1
265;164;227;231;land;false;mountain;1
266;184;247;206;land;false;plains;1
267;253;215;63;land;false;mountain;1
268;214;228;141;land;false;mountain;1
269;253;242;158;land;false;forest;1
270;145;147;222;land;false;forest;1
271;144;169;202;land;false;hills;1
272;103;252;253;land;true;plains;1
273;138;201;236;land;false;hills;1
274;221;224;118;land;false;plains;1
275;253;43;212;land;false;plains;1
276;251;89;177;land;false;plains;1
277;234;206;142;land;false;hills;1
278;216;101;191;land;false;plains;1
279;244;64;211;land;false;desert;1
280;118;251;221;land;false;plains;1
281;144;203;200;land;false;mountain;1
282;173;177;253;land;false;desert;1
283;139;217;150;land;false;plains;1
284;168;200;138;land;false;marsh;1
285;238;123;191;land;false;hills;1
286;250;223;235;land;false;desert;1
287;88;248;230;land;false;forest;1
288;187;71;244;land;false;plains;1
289;223;135;228;land;false;hills;1
290;201;215;93;land;false;plains;1
291;147;185;205;land;false;plains;1
292;219;114;242;land;false;forest;1
293;205;165;252;land;false;hills;1
294;234;205;196;land;false;hills;1
295;187;228;129;land;false;hills;1
296;240;240;214;land;false;plains;1
297;157;221;127;land;false;hills;1
298;127;236;154;land;false;plains;1
299;244;184;229;land;false;desert;1
300;127;145;229;land;false;forest;1
301;248;150;221;land;false;forest;1
302;154;246;166;land;false;forest;1
303;170;140;250;land;false;plains;1
304;108;210;224;land;false;hills;1
305;112;248;147;land;false;hills;1
306;198;245;92;land;false;plains;1
307;82;196;247;land;false;desert;1
308;239;70;218;land;false;mountain;1
309;37;243;236;land;false;forest;1
310;232;207;99;land;false;forest;1
311;233;129;153;land;false;forest;1
312;111;252;234;land;false;mountain;1
313;239;180;133;land;false;desert;1
314;114;243;248;land;false;forest;1
315;218;139;231;land;false;desert;1
316;145;229;173;land;false;hills;1
317;227;236;81;land;false;hills;1
318;126;242;136;land;false;plains;1
319;156;150;244;land;false;forest;1
320;228;220;85;land;false;hills;1
321;76;233;212;land;false;forest;1
322;196;233;170;land;false;plains;1
323;235;119;147;land;false;hills;1
324;162;249;152;land;false;hills;1
325;119;208;209;land;false;plains;1
326;236;236;150;land;false;hills;1
327;200;94;244;land;false;forest;1
328;231;53;252;land;false;forest;1
329;248;192;99;land;false;desert;1
330;188;167;148;land;false;plains;1
331;244;22;248;land;false;forest;1
332;139;198;183;land;false;forest;1
333;226;62;242;land;false;mountain;1
334;228;168;144;land;false;hills;1
335;201;175;251;land;false;mountain;1
336;202;107;245;land;false;forest;1
337;219;111;173;land;false;plains;1
338;225;102;193;land;false;forest;1
339;253;123;207;land;false;forest;1
340;203;254;46;land;false;plains;1
341;185;175;157;land;false;desert;1
342;171;247;180;land;false;hills;1
343;221;43;247;land;false;desert;1
344;130;253;252;land;false;plains;1
345;170;194;165;land;false;plains;1
346;209;247;106;land;false;hills;1
347;96;211;247;land;false;mountain;1
348;143;152;249;land;false;forest;1
349;244;206;208;land;false;plains;1
350;138;224;231;land;false;desert;1
351;94;241;240;land;false;plains;1
352;152;176;207;land;false;hills;1
353;254;65;214;land;false;plains;1
354;223;135;229;land;false;hills;1
355;215;163;192;land;false;desert;1
356;218;113;216;land;false;hills;1
357;202;78;231;land;false;desert;1
358;235;232;157;land;false;hills;1
359;201;166;170;land;false;urban;1
360;209;171;208;land;false;mountain;1
361;243;176;151;land;false;mountain;1
362;227;248;205;land;false;plains;1
363;205;180;122;land;false;hills;1
364;253;245;239;land;true;plains;1
365;152;225;182;land;false;hills;1
366;170;253;145;land;false;forest;1
367;182;162;174;land;false;desert;1
368;227;244;168;land;false;mountain;1
369;110;233;194;land;false;forest;1
370;185;161;218;land;false;mountain;1
371;212;200;244;land;false;desert;1
372;246;250;93;land;false;mountain;1
373;178;188;212;land;false;desert;1
374;244;252;166;land;false;desert;1
375;181;241;246;land;false;hills;1
376;151;211;155;land;false;plains;1
377;234;134;187;land;false;forest;1
378;112;236;192;land;false;mountain;1
379;156;198;173;land;false;forest;1
380;205;109;202;land;false;forest;1
381;206;175;234;land;false;mountain;1
382;72;220;218;land;false;forest;1
383;238;200;216;land;false;plains;1
384;187;239;208;land;false;plains;1
385;239;125;233;land;false;forest;1
386;217;221;140;land;false;hills;1
387;128;182;242;land;false;hills;1
388;237;164;223;land;false;plains;1
389;187;182;227;land;false;hills;1
390;222;219;186;land;false;mountain;1
391;236;236;33;land;false;forest;1
392;168;247;221;land;false;mountain;1
393;193;136;185;land;false;forest;1
394;133;211;181;land;false;desert;1
395;207;249;150;land;false;forest;1
396;200;188;199;land;false;plains;1
397;248;223;63;land;false;forest;1
398;171;165;250;land;false;plains;1
399;238;223;184;land;false;hills;1
400;176;225;144;land;false;hills;1
401;212;242;150;land;false;hills;1
402;215;235;133;land;false;hills;1
403;77;234;209;land;false;plains;1
404;131;225;223;land;false;hills;1
405;235;140;133;land;false;hills;1
406;249;83;226;land;false;plains;1
407;55;209;253;land;false;desert;1
408;247;195;237;land;false;desert;1
409;213;179;138;land;false;hills;1
410;108;218;179;land;false;mountain;1
411;198;143;240;land;false;hills;1
412;237;187;152;land;false;forest;1
413;149;229;172;land;false;plains;1
414;229;250;158;land;false;desert;1
415;221;162;195;land;false;hills;1
416;249;208;175;land;false;hills;1
417;72;232;223;land;false;hills;1
418;221;251;173;land;false;hills;1
419;151;220;209;land;false;desert;1
420;208;181;113;land;false;forest;1
421;185;159;237;land;false;hills;1
422;252;194;65;land;false;plains;1
423;211;78;246;land;false;forest;1
424;184;204;158;land;false;forest;1
425;207;186;247;land;false;mountain;1
426;163;144;242;land;false;plains;1
427;241;245;21;land;false;hills;1
428;143;205;158;land;false;plains;1
429;252;156;194;land;false;marsh;1
430;215;238;71;land;false;plains;1
431;204;175;254;land;false;mountain;1
432;185;190;137;land;false;forest;1
433;159;239;190;land;false;forest;1
434;141;200;211;land;false;plains;1
435;248;86;187;land;false;desert;1
436;248;97;184;land;false;plains;1
437;142;186;214;land;false;hills;1
438;42;247;217;land;false;mountain;1
439;248;136;135;land;false;desert;1
440;249;202;189;land;false;forest;1
441;210;218;209;land;false;hills;1
442;226;153;180;land;false;marsh;1
443;181;185;173;land;false;hills;1
444;84;217;243;land;false;forest;1
445;144;210;150;land;false;mountain;1
446;189;130;237;land;false;hills;1
447;246;175;159;land;false;plains;1
448;134;222;202;land;false;marsh;1
449;93;246;198;land;false;desert;1
450;229;233;145;land;false;forest;1
451;143;210;229;land;false;plains;1
452;198;246;240;land;false;plains;1
453;186;127;246;land;false;mountain;1
454;233;224;132;land;false;plains;1
455;145;232;156;land;false;mountain;1
456;165;213;253;land;false;plains;1
457;182;103;239;land;false;desert;1
458;206;208;241;land;false;forest;1
459;220;189;159;land;false;desert;1
460;148;219;191;land;false;desert;1
461;190;108;203;land;false;forest;1
462;155;193;239;land;false;forest;1
463;15;249;246;land;false;plains;1
464;151;226;189;land;false;hills;1
465;95;227;240;land;false;forest;1
466;254;244;8;land;false;mountain;1
467;214;117;186;land;false;mountain;1
468;225;167;124;land;false;plains;1
469;233;128;177;land;false;forest;1
470;195;127;247;land;false;forest;1
471;70;222;241;land;false;hills;1
472;237;160;168;land;false;forest;1
473;154;166;201;land;false;forest;1
474;251;125;247;land;false;plains;1
475;84;196;238;land;false;forest;1
476;123;238;195;land;false;mountain;1
477;226;161;142;land;false;plains;1
478;211;175;219;land;false;plains;1
479;225;225;96;land;false;desert;1
480;244;252;21;land;false;plains;1
481;238;120;206;land;false;desert;1
482;238;108;188;land;false;desert;1
483;241;199;126;land;false;plains;1
484;150;195;198;land;false;hills;1
485;216;196;109;land;false;hills;1
486;244;92;190;land;false;forest;1
487;108;197;247;land;false;forest;1
488;222;186;210;land;false;plains;1
489;162;240;253;land;false;desert;1
490;200;142;243;land;false;hills;1
491;196;151;171;land;false;plains;1
492;156;182;241;land;false;plains;1
493;179;85;240;land;false;plains;1
494;199;179;152;land;false;plains;1
495;194;176;198;land;false;forest;1
496;166;217;138;land;false;mountain;1
497;128;153;237;land;false;forest;1
498;232;110;238;land;false;hills;1
499;182;247;92;land;false;hills;1
500;183;177;241;land;false;desert;1
501;219;225;210;land;false;hills;1
502;65;224;246;land;false;desert;1
503;234;180;100;land;false;plains;1
504;211;177;115;land;false;plains;1
505;207;193;115;land;false;forest;1
506;230;238;130;land;false;mountain;1
507;204;174;157;land;false;forest;1
508;252;162;110;land;false;plains;1
509;96;226;193;land;false;forest;1
510;129;222;180;land;false;hills;1
511;189;206;165;land;false;forest;1
512;112;229;166;land;false;hills;1
513;161;220;167;land;false;forest;1
514;202;205;218;land;false;hills;1
515;251;136;155;land;false;hills;1
516;196;168;205;land;false;plains;1
517;168;173;212;land;false;forest;1
518;188;212;144;land;false;plains;1
519;124;244;193;land;false;desert;1
520;174;192;206;land;false;forest;1
521;213;109;193;land;false;marsh;1
522;227;111;198;land;false;desert;1
523;206;146;159;land;false;hills;1
524;183;155;249;land;false;plains;1
525;158;171;196;land;false;mountain;1
526;102;242;181;land;false;forest;1
527;249;53;247;land;false;forest;1
528;212;151;218;land;false;forest;1
529;148;149;211;land;false;hills;1
530;208;168;125;land;false;forest;1
531;146;233;231;land;false;hills;1
